txn_date,industry,segment,geo_type,geo_name,nation_name,boundary_name,Transaction Amount,Transaction Count,Account Count,Average Ticket,Average Frequency,Average Spend Amount,Year-on-Year Transaction Amount,Year-on-Year Transaction Count
1/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1166.96,1827.96,1337.47,26.65,130.04,35.11,6668.88,14994.63
1/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,216.3,321.55,282.45,30.72,112.71,34.88,3836.31,3753.15
1/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1840.99,2741.61,1829.84,31.18,141.41,43.71,15481.83,27832.82
1/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,220.17,353.49,318.11,31.09,109.46,33.95,1228.73,2361.63
1/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,40.98,126.19,126.24,24.55,101.16,24.76,137.36,334
1/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,108.11,290.71,266.86,17.23,111.25,19.68,103.25,1138.1
1/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,54.49,183.59,177.86,20.62,106.91,22.15,31.3,1558.48
1/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,80.65,129.38,129.37,40.49,102.56,41.71,352.84,474.27
1/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,48.47,110.21,109.21,26.32,102.12,26.87,207.34,364.22
1/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,206.11,355.14,279.68,28.13,120.58,33.64,601.54,1169.27
1/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,26.66,42.8,40.66,29.69,105.93,31.41,-93.76,-90.03
1/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,32.38,106.6,107.15,19.91,101.44,20.36,None,None
1/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1531.23,2463.35,1794.16,27.7,126.86,35.72,15621.01,14106.17
1/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,71.96,163.19,163.02,30.57,101.11,30.95,166.03,254.69
1/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1675.36,2585.9,1779.12,28.93,132.47,38.86,15916.79,17599.54
1/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,127.31,182.44,180.41,40.06,103.71,41.23,-68.97,-49.37
1/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,323.18,482,382.46,30.93,119.62,36.8,1288.84,2134.05
1/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,222.08,398.18,309.66,28.28,120.79,33.91,-60.71,-16.38
1/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,53.06,100.23,100.2,31.65,101.45,32.18,130.58,2263.86
1/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,69.5,152.01,149.01,29.62,104.69,30.97,515.54,660.79
1/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1237.91,1905.65,1334.37,29.36,134.33,39.41,4008.11,5084.97
1/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,155.86,276.68,268.62,27.74,106.29,29.98,629.32,860.71
1/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,189.85,338.39,280.4,25.16,119.64,30.48,-59.48,-20.51
1/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,2713.02,4041.93,2645.41,30.83,138.71,42.49,6370.36,11869
1/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,249.72,439.41,339.28,29.61,120.45,34.8,113.57,195.29
1/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,59.9,126.82,125.39,28.16,105.94,30.17,-18.44,16.53
1/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,83.95,151.09,147.39,52.91,104.43,54.43,513.65,1132.36
2/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,60.91,179.17,181.05,26.09,100.56,26.22,428.76,1194.56
2/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,85.86,166.76,167.02,37.65,102.7,38.98,120.35,192.76
2/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,253.31,456.18,380.99,24.51,118.25,29.33,1294.9,2472.93
2/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,90.9,103.92,102.13,41.69,103.96,43.3,222.79,420.76
2/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,57.68,48.49,45.8,54.37,107.91,58.68,151.89,137.56
2/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,47.53,127.14,127.36,24.73,104.83,26.41,None,None
2/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,46.59,143.19,145.84,20.12,100.08,20.21,308.84,1001.85
2/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,74.67,161.26,161.39,32.3,101.97,32.88,-88.17,-69.76
2/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,68.59,154.22,153.25,25.25,102.29,25.87,-93.9,-91.15
2/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,86.1,149.43,148.28,32.4,103.31,33.6,344.75,749.05
2/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,813.86,1400.22,968.23,27.55,133.18,36.26,-16.01,-12.21
2/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,62.1,60.16,59.17,51.18,103.75,53.14,249.05,227.74
2/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,58.04,127.09,128.49,31.52,101.13,32.16,None,None
2/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,77.73,196.43,197.06,23.74,102.78,24.6,62.72,717.11
2/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1691.23,2481.21,1795.44,26.74,127.35,34.85,11265.77,18898.52
2/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,86.78,159.38,160.88,33.78,100.3,33.82,105.15,569.09
2/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1519.25,2207.82,1508.24,30.44,137.25,42,-6.43,-9.8
2/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,358.65,573,463.71,30.33,117.05,35.2,1169.12,2686.96
2/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,87.61,64.01,62.59,59.41,104.29,62.23,-82.09,-93.22
2/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,243.7,497.69,382.52,23.86,125.71,29.92,-91.6,-89.69
2/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1263.41,1957.19,1400.97,26.26,131.82,35.19,112.31,46.58
2/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,60.91,147.74,145.7,29.06,103.38,30.22,-29.87,274.7
2/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,95.35,172.22,170.46,39.77,104.41,41.64,482.82,675.07
2/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,317.36,629.61,518.45,23.38,116.3,27.32,1214.11,2473
2/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,55.96,91.45,87.99,27.76,105.88,29.5,-91.23,-92.9
2/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,273.35,505.46,393.1,27.61,123.17,33.69,-31.4,-39.65
2/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1398.34,2086.31,1519.19,28.2,130.63,37.26,None,None
2/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,173.3,322.53,292.56,26.89,110.7,29.82,439.19,384.82
3/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,2809.28,3931.31,2625.15,28.39,134.33,38.98,6751.89,5346.15
3/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,656.08,1139.95,888.01,25.63,121.49,31.51,841.83,643.77
3/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,2970.39,4003.54,2680.98,28.99,136,40.18,10322.4,6503.95
3/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,262.1,434.9,343.86,29.49,121.91,35.55,-45.76,-29.23
3/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,40.78,37.7,37.56,44.8,103.32,46.33,-98.3,-98.96
3/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,44.31,136.87,134.15,22.18,102.96,22.79,341.33,405.6
3/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,76.34,178.23,181.48,31.36,100.2,31.7,244.22,216.74
3/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,56.51,151.48,154.81,24.94,100.53,25.18,118.45,83.37
3/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,91.26,156.72,157.95,29,102.1,29.75,-95.47,-95.3
3/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,75.57,123.68,123.93,34.1,101.36,34.65,17.08,31.01
3/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,63.92,67.55,64.21,42.14,106.41,44.84,43.74,2.33
3/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,65.11,65.96,66.53,41.66,101.31,42.28,-95.94,-97.39
3/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,557.41,1074.11,938.65,20.89,113.3,24.07,992.85,3494.73
3/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1232.16,2053.62,1502.98,25.81,129.54,33.75,4899.61,3146.32
3/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,82.85,155.58,154.1,34.29,102.56,35.11,-92.15,-91.5
3/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1899.78,2708.79,1942,30.26,128.37,39.44,1216.87,784.79
3/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,304.66,506.79,420.54,26.53,117.74,31.45,-77.57,-75.89
3/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,294.02,520.61,403.33,27.38,122.07,33.09,-26.66,-33.8
3/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,71.93,77.77,78.48,41,100.52,41.55,-94.54,-96.37
3/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1201.82,1971.92,1427.36,25.32,129.85,33.37,4365.24,9254.47
3/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,229.32,172.68,172.2,103.62,102.81,107.12,987.07,190.86
3/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1580.35,2600.65,1847.79,25.84,129.07,33.75,6544.31,2838.26
3/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,140.68,174.67,175.17,50.03,103.42,52.53,408.97,185.68
3/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,96.69,156.09,154.25,30.01,103.99,31.39,-95.24,-95.06
3/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,3518.24,5186.31,3516.95,29.47,140,41.35,6058.31,4219.41
3/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,71.81,86.72,80.89,40.67,108.35,43.72,102.83,96.17
3/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,50.47,120.34,112.91,23.7,110.6,26.61,-90.86,-89.55
3/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,68.12,147.03,146.57,31.44,102.21,32.16,-95.82,-94.71
3/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,59.01,148.84,148.9,25.65,101.2,26,-14.94,40.5
3/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,1596.79,2288.95,1618.72,28.85,133.62,38.99,14.95,7
3/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 3,125,133.99,127.71,54.51,107.02,57.76,173.86,62.55
1/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,49.05,20.5,21.24,103.37,98.21,101.82,None,None
1/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,34.34,25.29,26.78,58.63,96.14,56.54,137.81,88.73
1/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,97.05,93.35,93.9,44.9,101.2,45.57,507.32,112.5
1/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,26.58,32.34,32.83,35.49,100.29,35.7,15.57,-70.73
1/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,78.97,80.36,81.09,42.33,101.08,42.86,106.99,-46.84
1/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,61.73,45.4,45.72,58.64,101.03,59.47,169.8,-39.52
1/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,101.62,67.32,70.6,65.19,97.07,63.47,238.68,-16.07
1/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,29.25,18.72,19.14,67.48,99.59,67.4,28.29,-5.69
1/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,19.68,35.21,35.9,23.89,99.87,23.94,38.01,14.36
1/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,23.48,45.01,45.91,22.72,99.77,22.73,-49.68,-70.98
1/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,27.7,49.9,50.56,24,100.43,24.17,37.86,-38.83
1/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,61.86,50.14,50.79,52.86,100.53,53.19,156.52,-43.9
1/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,42.89,47.63,47.84,38.61,101.46,39.15,95.22,-41.86
1/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,82.69,38.61,39.92,92.49,98.45,91.33,88.15,-56.28
1/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,14.36,33.84,33.97,18.94,100.98,19.15,-39.6,15.1
1/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,94.74,77.74,78.8,51.33,100.65,51.72,471.78,22.11
1/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,36.38,55.64,56.64,28.09,100.07,28.2,63.51,-31.65
1/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,42.01,53.39,54.69,34.76,99.34,34.64,284.39,3.93
1/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,64.11,53.33,54.1,51.51,100.4,51.88,-30.76,-62.07
1/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,46.29,36.1,37.27,55.37,98.62,54.77,-6.41,-64.71
1/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,43.6,34.99,35.25,52.71,100.95,53.46,236.97,44.51
1/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,42.07,57.72,56.88,31.25,103.18,32.35,96.6,-60.03
1/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,80.73,80.61,83.35,42.06,98.62,41.59,209.43,3.06
1/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,63.48,65.54,67.61,41.26,98.81,40.86,159.91,-24.99
1/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,54.54,52.04,53.14,44.85,99.84,44.89,-3.56,-55.03
1/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,101.88,64.3,67.58,68.43,96.86,66.48,86.99,-27.57
1/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,40.21,32.28,31.41,53.58,104.62,56.21,-11.15,-58.16
1/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,27.63,51.2,52.15,23.25,99.94,23.3,17.58,-37.37
2/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,29.37,53.66,54.42,23.39,100.35,23.58,-3.72,-65.23
2/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,40.75,48.39,49.68,37.88,99.09,37.61,-6.57,-54.25
2/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,43.94,49.29,50.59,38.5,99.18,38.3,84.89,-40.32
2/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,129.69,45.75,47.66,122.45,97.7,119.99,238.31,-48.79
2/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,26.56,8.35,8.06,137.44,105.42,145.32,-6.89,-78.33
2/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,34.13,42.33,42.35,34.82,101.75,35.54,19.54,43.35
2/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,25.29,39.35,39.1,27.76,102.06,28.41,-15.3,-75.13
2/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,52.69,56.97,58.86,39.33,98.56,38.86,-30.78,-58.31
2/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,73.25,68.1,67.49,44.08,103.28,45.18,-22.35,-53.08
2/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,48.88,55.74,56.73,39.12,99.85,39.06,15.45,-53.93
2/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,143.07,108.96,110.71,56.71,100.19,56.99,37.57,-13.77
2/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,24.61,33.73,34.73,31.54,98.86,31.26,20.87,-27.03
2/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,92.36,90.48,94.2,39.58,98.1,38.75,41.3,-8.76
2/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,86.25,88.17,89.99,41.2,100.43,41.42,196.83,-9.42
2/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,44.52,49.81,50.53,38.75,100.35,38.91,19.15,-49.25
2/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,110.42,83.91,85.51,53.64,100.85,53.76,-43.39,-71.11
2/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,85.66,46.7,48.44,79.22,98.13,77.98,14.24,-58.76
2/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,29.03,25.16,25.59,49.82,100.09,50.02,-76.02,-84.57
2/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,71.29,81.23,82.55,35.93,100.21,36.09,-10.06,-40.31
2/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,40.87,57.21,58.79,30.92,99.28,30.79,52.82,-32.26
2/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,50.87,53.16,52.93,41.17,102.29,42.22,114.51,-49.34
2/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,125.42,50.85,51.51,94.45,100.42,95.26,274.33,-55.09
2/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,62.83,33.9,35.21,80.05,98.01,78.69,-40.72,-79.97
2/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,94.46,80.49,82.78,46.88,99.21,46.58,448.2,140.2
2/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,67.56,52.06,52.79,56.13,100.38,56.47,53.83,-32.47
3/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,119.88,88.56,87.2,55.47,102.68,57.35,380.75,86.96
3/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,63.41,62,62.08,44.17,101.66,45.04,45.34,-25.72
3/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,45.53,36.39,35.53,55.76,102.9,57.4,4.39,-46.74
3/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,76.94,46.05,45.37,72.16,103.32,74.78,-29.97,-59.5
3/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,21.1,34.79,34.48,26.53,103.12,27.52,None,None
3/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,24.9,40.37,41.67,28.05,98.57,27.69,-24.71,-36.27
3/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,37.75,45.94,47,38.66,99.39,38.43,35.89,-19.64
3/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,71.05,65.92,67.4,44.92,99.86,44.7,-54.75,-71.53
3/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,48.35,45.73,46.95,45.91,99.24,45.75,-20.66,-28.18
3/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,51.67,28.62,29.62,77.96,98.37,76.92,-32.01,-57.09
3/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,64.33,78.2,79.83,33.28,101.21,33.61,62.31,149.44
3/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,92.1,75.8,77.31,51.28,100.29,51.46,243.53,13.54
3/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,65.68,58.24,60.02,48.71,98.78,48.25,-52.19,-68.15
3/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,128.78,91.49,93.4,56.56,100.15,56.59,158.87,5.43
3/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,110.39,60.47,61.47,74.07,100.11,74.43,-22.37,-68.85
3/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,87.86,59.19,61.86,64.11,97.41,62.64,-30.04,-53.06
3/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,82.1,74.8,77.26,44.11,99.43,43.8,77.39,401.34
3/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,52.31,49.21,50.32,45.4,99.6,45.3,49.66,-22.38
3/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,107.21,81.81,82.92,55.43,101.23,56.17,313.94,59.39
3/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,57.76,52.6,54.81,46.76,97.72,45.8,98.81,19.03
3/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,66.62,44.58,45.63,64.68,99.56,64.6,-69.08,-83.23
3/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,177.63,91.1,92.03,84.21,100.78,85.12,148.31,36.95
3/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,8.1,12.32,12.04,28.39,104.18,29.66,-86.81,-75.68
3/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,27.77,32.04,31.82,37.42,102.52,38.48,-66.21,-66.23
3/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,37.56,42.42,43.34,38.39,99.72,38.4,-55.99,-67.28
3/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,33.43,47.63,48.65,29.97,99.71,29.87,-20.48,3.04
3/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,87.5,86.65,85.66,42.12,103.55,43.68,-48.01,-60.43
3/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 5,57.13,51.26,51.42,48.1,101.34,48.89,26.87,-11.3
1/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,30.12,31.65,30.81,41.1,104.57,43.1,88.49,-27.95
1/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,50.66,55.89,55.15,38.55,102.97,39.82,32.79,-63.03
1/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,46.91,41.1,39.49,47.2,106.52,50.02,96.09,-48.11
1/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,19.73,35.33,36,23.88,99.91,23.93,38.38,14.73
1/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,21.13,41.65,42.35,22.05,100.23,22.17,-18.27,-51.16
1/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,21.16,44.1,44.66,20.43,100.47,20.59,10.8,-46.9
1/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,66.03,54.38,54.79,51.55,101.24,52.22,90.82,-14.37
1/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,32.35,42.04,41.51,33.03,103.26,34.21,-25.79,-46.51
1/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,14.69,33.18,33.26,20.23,101.17,20.49,-38.19,12.85
1/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,61.1,59.64,60.22,42.36,100.85,42.82,122.66,-49.6
1/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,28.22,45.55,45.94,26.19,100.96,26.53,-11.8,-68.75
1/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,41.85,54.94,56.17,32.86,99.65,32.84,75.34,-58.76
1/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,49.56,45.09,45.36,45.45,101.1,46.12,-32.02,-64.71
1/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,44.22,33.38,33.33,56.32,102.02,57.62,161.66,-20.41
1/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,33.77,47.86,47.63,28.84,102.1,29.57,57.79,-66.86
1/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,51.02,58.37,59.77,36.86,99.53,36.81,23.48,-58.73
1/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,56.96,61.42,62.96,39.49,99.4,39.35,163.56,-30.01
1/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,35.49,39.05,39.52,38.83,100.58,39.18,-14.86,-62.69
1/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,20.09,31.69,30.08,27.33,107.34,29.15,-55.61,-58.92
1/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,18.43,41.82,41.74,18.62,102.53,19.1,-46.92,-72.48
2/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,22.21,50.76,51.92,18.89,99.53,18.86,16.01,-39.86
2/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,24.53,44,43.02,23.11,106.2,24.35,-59.19,-76.24
2/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Ice District Site 6,29.18,45.36,43.91,27.78,105.15,29.3,65.28,-47.47
